Year,"Country / territory of asylum/residence",Origin,"Refugees","Returned refugees","Internally displaced persons (IDPs)","Returned IDPs","Stateless persons"
1951,Australia,Various/Unknown,180000,,,,
1965,Australia,Various/Unknown,40000,,,,
1966,Australia,Various/Unknown,40000,,,,
1967,Australia,Various/Unknown,44000,,,,
1968,Australia,Various/Unknown,43000,,,,
1969,Australia,Various/Unknown,42000,,,,
1970,Australia,Various/Unknown,42000,,,,
1978,Australia,Various/Unknown,304000,,,,
1979,Australia,Various/Unknown,304000,,,,
1980,Australia,Various/Unknown,304000,,,,
1981,Australia,"Lao People's Dem. Rep.",,2,,,
1981,Australia,Various/Unknown,317000,,,,
1982,Australia,Various/Unknown,317000,,,,
1983,Australia,Various/Unknown,317000,,,,
1984,Australia,Various/Unknown,89000,,,,
1985,Australia,Various/Unknown,89000,,,,
1986,Australia,Various/Unknown,85900,,,,
1987,Australia,Various/Unknown,87600,,,,
1988,Australia,Various/Unknown,90970,,,,
1989,Australia,Various/Unknown,97915,,,,
1990,Australia,Various/Unknown,97915,,,,
1991,Australia,Various/Unknown,53117,,,,
1992,Australia,Various/Unknown,52604,,,,
1993,Australia,Chile,,89,,,
1993,Australia,Ethiopia,,54,,,
1993,Australia,"Sri Lanka",,9,,,
1993,Australia,"El Salvador",,48,,,
1993,Australia,Various/Unknown,53505,,,,
1994,Australia,Chile,,58,,,
1994,Australia,Lesotho,,1,,,
1994,Australia,"El Salvador",,9,,,
1994,Australia,Various/Unknown,57575,,,,
1994,Australia,"South Africa",,5,,,
1995,Australia,Chile,,42,,,
1995,Australia,Malawi,,1,,,
1995,Australia,"El Salvador",,7,,,
1995,Australia,Various/Unknown,62145,,,,
1995,Australia,"South Africa",,1,,,
1996,Australia,Afghanistan,2199,,,,
1996,Australia,Albania,42,,,,
1996,Australia,Armenia,50,,,,
1996,Australia,Austria,4,,,,
1996,Australia,Azerbaijan,12,,,,
1996,Australia,Bangladesh,18,,,,
1996,Australia,Bulgaria,1,,,,
1996,Australia,"Bosnia and Herzegovina",3502,54,,,
1996,Australia,Belarus,51,,,,
1996,Australia,Brazil,11,,,,
1996,Australia,Chile,6,,,,
1996,Australia,China,539,,,,
1996,Australia,"Dem. Rep. of the Congo",23,,,,
1996,Australia,Colombia,13,,,,
1996,Australia,Comoros,1,,,,
1996,Australia,"Costa Rica",1,,,,
1996,Australia,Cuba,1,,,,
1996,Australia,Cyprus,1,,,,
1996,Australia,"Czech Rep.",2,,,,
1996,Australia,Germany,18,,,,
1996,Australia,Djibouti,5,,,,
1996,Australia,Algeria,23,,,,
1996,Australia,Ecuador,1,,,,
1996,Australia,Egypt,161,,,,
1996,Australia,Eritrea,518,,,,
1996,Australia,Estonia,2,,,,
1996,Australia,Ethiopia,1816,,,,
1996,Australia,Fiji,5,,,,
1996,Australia,France,3,,,,
1996,Australia,Georgia,8,,,,
1996,Australia,Ghana,7,,,,
1996,Australia,Guinea,1,,,,
1996,Australia,Greece,5,,,,
1996,Australia,Guatemala,14,,,,
1996,Australia,Honduras,8,,,,
1996,Australia,Croatia,1076,,,,
1996,Australia,Hungary,1,,,,
1996,Australia,Indonesia,991,,,,
1996,Australia,India,82,,,,
1996,Australia,"Iran (Islamic Rep. of)",1763,,,,
1996,Australia,Iraq,9724,,,,
1996,Australia,Israel,147,,,,
1996,Australia,Jordan,10,,,,
1996,Australia,Kazakhstan,14,,,,
1996,Australia,Kenya,21,,,,
1996,Australia,Kyrgyzstan,1,,,,
1996,Australia,Cambodia,1857,,,,
1996,Australia,"Rep. of Korea",7,,,,
1996,Australia,Kuwait,41,,,,
1996,Australia,"Lao People's Dem. Rep.",291,,,,
1996,Australia,Lebanon,78,,,,
1996,Australia,Liberia,5,,,,
1996,Australia,"Sri Lanka",1177,,,,
1996,Australia,Lithuania,6,,,,
1996,Australia,Latvia,11,,,,
1996,Australia,Morocco,3,,,,
1996,Australia,"Rep. of Moldova",60,,,,
1996,Australia,"The former Yugoslav Republic of Macedonia",10,,,,
1996,Australia,Myanmar,1612,,,,
1996,Australia,Malawi,1,,,,
1996,Australia,Malaysia,18,,,,
1996,Australia,Nigeria,4,,,,
1996,Australia,Nicaragua,21,,,,
1996,Australia,Nepal,6,,,,
1996,Australia,Oman,1,,,,
1996,Australia,Pakistan,129,,,,
1996,Australia,Peru,75,,,,
1996,Australia,Philippines,21,,,,
1996,Australia,"Papua New Guinea",2,,,,
1996,Australia,Poland,11,,,,
1996,Australia,"Dem. People's Rep. of Korea",1,,,,
1996,Australia,Portugal,9,,,,
1996,Australia,Palestinian,25,,,,
1996,Australia,Qatar,1,,,,
1996,Australia,Romania,28,,,,
1996,Australia,"Russian Federation",3693,,,,
1996,Australia,Rwanda,16,,,,
1996,Australia,"Saudi Arabia",3,,,,
1996,Australia,Sudan,1270,,,,
1996,Australia,Singapore,10,,,,
1996,Australia,"El Salvador",1113,,,,
1996,Australia,Somalia,1495,,,,
1996,Australia,"Serbia and Kosovo (S/RES/1244 (1999))",18452,,,,
1996,Australia,"Sao Tome and Principe",4,,,,
1996,Australia,Slovenia,10,,,,
1996,Australia,"Syrian Arab Rep.",18,,,,
1996,Australia,Togo,1,,,,
1996,Australia,Thailand,15,,,,
1996,Australia,Tajikistan,8,,,,
1996,Australia,Tonga,3,,,,
1996,Australia,Tunisia,2,,,,
1996,Australia,Turkey,216,,,,
1996,Australia,"United Rep. of Tanzania",7,,,,
1996,Australia,Uganda,74,,,,
1996,Australia,Ukraine,559,,,,
1996,Australia,Uzbekistan,60,,,,
1996,Australia,"Viet Nam",8121,,,,
1996,Australia,Stateless,33,,,,
1996,Australia,Various/Unknown,3713,,,,
1996,Australia,Yemen,1,,,,
1996,Australia,"South Africa",2,,,,
1996,Australia,Zimbabwe,1,,,,
1997,Australia,Afghanistan,2237,,,,
1997,Australia,Angola,2,,,,
1997,Australia,Albania,8,,,,
1997,Australia,"United Arab Emirates",2,,,,
1997,Australia,Armenia,25,,,,
1997,Australia,Austria,12,,,,
1997,Australia,Azerbaijan,4,,,,
1997,Australia,Bangladesh,25,,,,
1997,Australia,Bulgaria,7,,,,
1997,Australia,Bahrain,1,,,,
1997,Australia,"Bosnia and Herzegovina",4672,,,,
1997,Australia,Belarus,15,,,,
1997,Australia,Brazil,16,,,,
1997,Australia,Chile,7,,,,
1997,Australia,China,617,,,,
1997,Australia,"Dem. Rep. of the Congo",19,,,,
1997,Australia,Colombia,37,,,,
1997,Australia,Comoros,1,,,,
1997,Australia,Cuba,1,,,,
1997,Australia,Cyprus,1,,,,
1997,Australia,"Czech Rep.",8,,,,
1997,Australia,Germany,27,,,,
1997,Australia,Djibouti,5,,,,
1997,Australia,Algeria,107,,,,
1997,Australia,Ecuador,3,,,,
1997,Australia,Egypt,168,,,,
1997,Australia,Eritrea,614,,,,
1997,Australia,Estonia,5,,,,
1997,Australia,Ethiopia,1481,,,,
1997,Australia,Fiji,7,,,,
1997,Australia,France,8,,,,
1997,Australia,Georgia,8,,,,
1997,Australia,Ghana,9,,,,
1997,Australia,Guinea,1,,,,
1997,Australia,Greece,5,,,,
1997,Australia,Guatemala,10,,,,
1997,Australia,Honduras,5,,,,
1997,Australia,Croatia,1609,,,,
1997,Australia,Hungary,1,,,,
1997,Australia,Indonesia,402,,,,
1997,Australia,India,93,,,,
1997,Australia,"Iran (Islamic Rep. of)",1970,,,,
1997,Australia,Iraq,9009,,,,
1997,Australia,Israel,24,,,,
1997,Australia,Jordan,19,,,,
1997,Australia,Japan,1,,,,
1997,Australia,Kazakhstan,28,,,,
1997,Australia,Kenya,22,,,,
1997,Australia,Kyrgyzstan,1,,,,
1997,Australia,Cambodia,1964,,,,
1997,Australia,"Rep. of Korea",11,,,,
1997,Australia,Kuwait,77,,,,
1997,Australia,"Lao People's Dem. Rep.",239,,,,
1997,Australia,Lebanon,84,,,,
1997,Australia,Liberia,6,,,,
1997,Australia,"Sri Lanka",1742,,,,
1997,Australia,Lithuania,7,,,,
1997,Australia,Latvia,7,,,,
1997,Australia,Morocco,5,,,,
1997,Australia,"Rep. of Moldova",23,,,,
1997,Australia,Mexico,2,,,,
1997,Australia,"The former Yugoslav Republic of Macedonia",23,,,,
1997,Australia,Myanmar,1760,,,,
1997,Australia,Malaysia,4,,,,
1997,Australia,Niger,7,,,,
1997,Australia,Nigeria,7,,,,
1997,Australia,Nicaragua,15,,,,
1997,Australia,Nepal,9,,,,
1997,Australia,Oman,1,,,,
1997,Australia,Pakistan,244,,,,
1997,Australia,Peru,83,,,,
1997,Australia,Philippines,15,,,,
1997,Australia,"Papua New Guinea",2,,,,
1997,Australia,Poland,9,,,,
1997,Australia,"Dem. People's Rep. of Korea",1,,,,
1997,Australia,Portugal,9,,,,
1997,Australia,Palestinian,25,,,,
1997,Australia,Qatar,1,,,,
1997,Australia,Romania,16,,,,
1997,Australia,"Russian Federation",2719,,,,
1997,Australia,Rwanda,17,,,,
1997,Australia,"Saudi Arabia",3,,,,
1997,Australia,Sudan,1669,,,,
1997,Australia,Senegal,1,,,,
1997,Australia,Singapore,10,,,,
1997,Australia,"Sierra Leone",6,,,,
1997,Australia,"El Salvador",681,,,,
1997,Australia,Somalia,1828,,,,
1997,Australia,"Serbia and Kosovo (S/RES/1244 (1999))",18362,,,,
1997,Australia,Slovenia,16,,,,
1997,Australia,"Syrian Arab Rep.",26,,,,
1997,Australia,Chad,1,,,,
1997,Australia,Togo,1,,,,
1997,Australia,Thailand,8,,,,
1997,Australia,Tajikistan,5,,,,
1997,Australia,Tonga,3,,,,
1997,Australia,Tunisia,3,,,,
1997,Australia,Turkey,299,,,,
1997,Australia,"United Rep. of Tanzania",7,,,,
1997,Australia,Uganda,26,,,,
1997,Australia,Ukraine,266,,,,
1997,Australia,Uruguay,1,,,,
1997,Australia,Uzbekistan,30,,,,
1997,Australia,"Viet Nam",7064,,,,
1997,Australia,Samoa,1,,,,
1997,Australia,Stateless,56,,,,
1997,Australia,Various/Unknown,3204,,,,
1997,Australia,Yemen,1,,,,
1997,Australia,"South Africa",2,,,,
1997,Australia,Zimbabwe,1,,,,
1998,Australia,Afghanistan,2428,,,,
1998,Australia,Angola,4,,,,
1998,Australia,Albania,31,,,,
1998,Australia,"United Arab Emirates",2,,,,
1998,Australia,Armenia,11,,,,
1998,Australia,Austria,12,,,,
1998,Australia,Burundi,2,,,,
1998,Australia,Bangladesh,104,,,,
1998,Australia,Bulgaria,19,,,,
1998,Australia,Bahrain,1,,,,
1998,Australia,"Bosnia and Herzegovina",6642,1,,,
1998,Australia,Belarus,3,,,,
1998,Australia,Brazil,19,,,,
1998,Australia,Chile,7,,,,
1998,Australia,China,682,,,,
1998,Australia,"Dem. Rep. of the Congo",17,,,,
1998,Australia,Colombia,94,,,,
1998,Australia,Comoros,1,,,,
1998,Australia,Cuba,1,,,,
1998,Australia,Cyprus,1,,,,
1998,Australia,"Czech Rep.",7,,,,
1998,Australia,Germany,31,,,,
1998,Australia,Algeria,231,,,,
1998,Australia,Ecuador,254,,,,
1998,Australia,Egypt,221,,,,
1998,Australia,Eritrea,778,,,,
1998,Australia,Estonia,6,,,,
1998,Australia,Ethiopia,1158,,,,
1998,Australia,Fiji,21,,,,
1998,Australia,France,8,,,,
1998,Australia,Georgia,2,,,,
1998,Australia,Ghana,13,,,,
1998,Australia,Guinea,1,,,,
1998,Australia,Greece,5,,,,
1998,Australia,Guatemala,5,,,,
1998,Australia,Honduras,5,,,,
1998,Australia,Croatia,3077,,,,
1998,Australia,Hungary,1,,,,
1998,Australia,Indonesia,394,,,,
1998,Australia,India,121,,,,
1998,Australia,"Iran (Islamic Rep. of)",2399,,,,
1998,Australia,Iraq,9821,,,,
1998,Australia,Israel,14,,,,
1998,Australia,Jordan,62,,,,
1998,Australia,Japan,1,,,,
1998,Australia,Kazakhstan,21,,,,
1998,Australia,Kenya,87,,,,
1998,Australia,Kyrgyzstan,1,,,,
1998,Australia,Cambodia,1942,,,,
1998,Australia,"Rep. of Korea",23,,,,
1998,Australia,Kuwait,197,,,,
1998,Australia,"Lao People's Dem. Rep.",177,,,,
1998,Australia,Lebanon,380,,,,
1998,Australia,Liberia,6,,,,
1998,Australia,Libya,1,,,,
1998,Australia,"Sri Lanka",2057,,,,
1998,Australia,Lithuania,2,,,,
1998,Australia,Latvia,4,,,,
1998,Australia,Morocco,5,,,,
1998,Australia,"Rep. of Moldova",3,,,,
1998,Australia,Mexico,2,,,,
1998,Australia,"The former Yugoslav Republic of Macedonia",25,,,,
1998,Australia,Myanmar,1712,,,,
1998,Australia,Malaysia,2,,,,
1998,Australia,Niger,7,,,,
1998,Australia,Nigeria,20,,,,
1998,Australia,Nicaragua,15,,,,
1998,Australia,Nepal,21,,,,
1998,Australia,Oman,1,,,,
1998,Australia,Pakistan,437,,,,
1998,Australia,Peru,89,,,,
1998,Australia,Philippines,41,,,,
1998,Australia,"Papua New Guinea",2,,,,
1998,Australia,Poland,4,,,,
1998,Australia,"Dem. People's Rep. of Korea",2,,,,
1998,Australia,Portugal,5,,,,
1998,Australia,Palestinian,18,,,,
1998,Australia,Qatar,1,,,,
1998,Australia,Romania,17,,,,
1998,Australia,"Russian Federation",2211,,,,
1998,Australia,Rwanda,10,,,,
1998,Australia,"Saudi Arabia",3,,,,
1998,Australia,Sudan,2041,,,,
1998,Australia,Senegal,1,,,,
1998,Australia,Singapore,5,,,,
1998,Australia,"Sierra Leone",9,,,,
1998,Australia,"El Salvador",529,,,,
1998,Australia,Somalia,2384,,,,
1998,Australia,"Serbia and Kosovo (S/RES/1244 (1999))",18020,,,,
1998,Australia,Slovenia,20,,,,
1998,Australia,"Syrian Arab Rep.",34,,,,
1998,Australia,Chad,2,,,,
1998,Australia,Togo,1,,,,
1998,Australia,Thailand,29,,,,
1998,Australia,Tonga,2,,,,
1998,Australia,Tunisia,3,,,,
1998,Australia,Turkey,403,,,,
1998,Australia,"United Rep. of Tanzania",10,,,,
1998,Australia,Uganda,12,,,,
1998,Australia,Ukraine,23,,,,
1998,Australia,Uruguay,1,,,,
1998,Australia,Uzbekistan,2,,,,
1998,Australia,"Viet Nam",4705,,,,
1998,Australia,Samoa,1,,,,
1998,Australia,Stateless,53,,,,
1998,Australia,Various/Unknown,3182,,,,
1998,Australia,Yemen,2,,,,
1998,Australia,"South Africa",2,,,,
1998,Australia,Zimbabwe,1,,,,
1999,Australia,Afghanistan,3115,,,,
1999,Australia,Angola,9,,,,
1999,Australia,Albania,50,,,,
1999,Australia,"United Arab Emirates",2,,,,
1999,Australia,Armenia,11,,,,
1999,Australia,Australia,1,,,,
1999,Australia,Austria,15,,,,
1999,Australia,Burundi,2,,,,
1999,Australia,Belgium,2,,,,
1999,Australia,Bangladesh,106,,,,
1999,Australia,Bulgaria,22,,,,
1999,Australia,Bahrain,2,,,,
1999,Australia,"Bosnia and Herzegovina",6791,1,,,
1999,Australia,Belarus,5,,,,
1999,Australia,Brazil,17,,,,
1999,Australia,Bhutan,1,,,,
1999,Australia,Chile,8,,,,
1999,Australia,China,568,,,,
1999,Australia,Cameroon,2,,,,
1999,Australia,"Dem. Rep. of the Congo",18,,,,
1999,Australia,Congo,1,,,,
1999,Australia,Colombia,137,,,,
1999,Australia,Cuba,1,,,,
1999,Australia,Cyprus,1,,,,
1999,Australia,"Czech Rep.",7,,,,
1999,Australia,Germany,32,,,,
1999,Australia,Djibouti,5,,,,
1999,Australia,Algeria,300,,,,
1999,Australia,Ecuador,260,,,,
1999,Australia,Egypt,223,,,,
1999,Australia,Eritrea,716,,,,
1999,Australia,Estonia,6,,,,
1999,Australia,Ethiopia,958,,,,
1999,Australia,Fiji,19,,,,
1999,Australia,France,9,,,,
1999,Australia,Georgia,7,,,,
1999,Australia,Ghana,11,,,,
1999,Australia,Guinea,1,,,,
1999,Australia,Greece,5,,,,
1999,Australia,Guatemala,4,,,,
1999,Australia,Honduras,5,,,,
1999,Australia,Croatia,3704,,,,
1999,Australia,Hungary,1,,,,
1999,Australia,Indonesia,339,,,,
1999,Australia,India,129,,,,
1999,Australia,"Iran (Islamic Rep. of)",2679,,,,
1999,Australia,Iraq,10364,,,,
1999,Australia,Israel,13,,,,
1999,Australia,Jordan,61,,,,
1999,Australia,Japan,2,,,,
1999,Australia,Kazakhstan,28,,,,
1999,Australia,Kenya,82,,,,
1999,Australia,Kyrgyzstan,1,,,,
1999,Australia,Cambodia,1224,,,,
1999,Australia,"Rep. of Korea",24,,,,
1999,Australia,Kuwait,408,,,,
1999,Australia,"Lao People's Dem. Rep.",96,,,,
1999,Australia,Lebanon,414,,,,
1999,Australia,Liberia,7,,,,
1999,Australia,Libya,1,,,,
1999,Australia,"Sri Lanka",2226,,,,
1999,Australia,Lithuania,2,,,,
1999,Australia,Latvia,1,,,,
1999,Australia,Morocco,4,,,,
1999,Australia,"Rep. of Moldova",3,,,,
1999,Australia,Maldives,1,,,,
1999,Australia,Mexico,6,,,,
1999,Australia,"The former Yugoslav Republic of Macedonia",21,,,,
1999,Australia,Myanmar,1275,,,,
1999,Australia,Mauritania,1,,,,
1999,Australia,Malaysia,6,,,,
1999,Australia,Niger,8,,,,
1999,Australia,Nigeria,22,,,,
1999,Australia,Nicaragua,14,,,,
1999,Australia,Nepal,26,,,,
1999,Australia,Oman,1,,,,
1999,Australia,Pakistan,521,,,,
1999,Australia,Peru,81,,,,
1999,Australia,Philippines,40,,,,
1999,Australia,"Papua New Guinea",1,,,,
1999,Australia,Poland,1,,,,
1999,Australia,"Dem. People's Rep. of Korea",2,,,,
1999,Australia,Portugal,4,,,,
1999,Australia,Palestinian,44,,,,
1999,Australia,Qatar,1,,,,
1999,Australia,Romania,16,,,,
1999,Australia,"Russian Federation",1193,,,,
1999,Australia,Rwanda,13,,,,
1999,Australia,"Saudi Arabia",3,,,,
1999,Australia,Sudan,2420,,,,
1999,Australia,Senegal,1,,,,
1999,Australia,Singapore,5,,,,
1999,Australia,"Sierra Leone",37,,,,
1999,Australia,"El Salvador",405,,,,
1999,Australia,Somalia,2396,,,,
1999,Australia,"Serbia and Kosovo (S/RES/1244 (1999))",15574,3449,,,
1999,Australia,Slovenia,15,,,,
1999,Australia,"Syrian Arab Rep.",39,,,,
1999,Australia,Chad,2,,,,
1999,Australia,Togo,1,,,,
1999,Australia,Thailand,34,,,,
1999,Australia,Tonga,2,,,,
1999,Australia,Tunisia,1,,,,
1999,Australia,Turkey,603,,,,
1999,Australia,"United Rep. of Tanzania",9,,,,
1999,Australia,Uganda,11,,,,
1999,Australia,Ukraine,13,,,,
1999,Australia,Uruguay,1,,,,
1999,Australia,"United States of America",1,,,,
1999,Australia,Uzbekistan,1,,,,
1999,Australia,"Viet Nam",2442,,,,
1999,Australia,Samoa,1,,,,
1999,Australia,Stateless,86,,,,
1999,Australia,Various/Unknown,2229,,,,
1999,Australia,Yemen,17,,,,
1999,Australia,"South Africa",1,,,,
1999,Australia,Zimbabwe,2,,,,
2000,Australia,Afghanistan,4358,,,,
2000,Australia,Angola,11,,,,
2000,Australia,Albania,63,,,,
2000,Australia,"United Arab Emirates",4,,,,
2000,Australia,Argentina,,,,,
2000,Australia,Armenia,5,,,,
2000,Australia,Australia,1,,,,
2000,Australia,Austria,14,,,,
2000,Australia,Azerbaijan,1,,,,
2000,Australia,Burundi,8,,,,
2000,Australia,Belgium,2,,,,
2000,Australia,Bangladesh,114,,,,
2000,Australia,Bulgaria,24,,,,
2000,Australia,Bahrain,5,,,,
2000,Australia,"Bosnia and Herzegovina",6269,18,,,
2000,Australia,Belarus,5,,,,
2000,Australia,"Bolivia (Plurinational State of)",,,,,
2000,Australia,Brazil,15,,,,
2000,Australia,Bhutan,2,,,,
2000,Australia,Canada,2,,,,
2000,Australia,Chile,7,,,,
2000,Australia,China,475,,,,
2000,Australia,Cameroon,2,,,,
2000,Australia,"Dem. Rep. of the Congo",14,,,,
2000,Australia,Congo,7,,,,
2000,Australia,Colombia,185,,,,
2000,Australia,Cuba,,,,,
2000,Australia,Cyprus,1,,,,
2000,Australia,"Czech Rep.",8,,,,
2000,Australia,Germany,25,,,,
2000,Australia,Djibouti,6,,,,
2000,Australia,Algeria,331,,,,
2000,Australia,Ecuador,260,,,,
2000,Australia,Egypt,212,,,,
2000,Australia,Eritrea,663,,,,
2000,Australia,Spain,,,,,
2000,Australia,Estonia,5,,,,
2000,Australia,Ethiopia,874,,,,
2000,Australia,Finland,,,,,
2000,Australia,Fiji,18,,,,
2000,Australia,France,12,,,,
2000,Australia,"United Kingdom",,,,,
2000,Australia,Georgia,8,,,,
2000,Australia,Ghana,11,,,,
2000,Australia,Guinea,1,,,,
2000,Australia,Greece,,,,,
2000,Australia,Guatemala,4,,,,
2000,Australia,Guyana,,,,,
2000,Australia,"China, Hong Kong SAR",,,,,
2000,Australia,Croatia,4902,,,,
2000,Australia,Hungary,1,,,,
2000,Australia,Indonesia,147,,,,
2000,Australia,India,117,,,,
2000,Australia,Ireland,,,,,
2000,Australia,"Iran (Islamic Rep. of)",2617,,,,
2000,Australia,Iraq,10521,,,,
2000,Australia,Israel,10,,,,
2000,Australia,Italy,,,,,
2000,Australia,Jordan,66,,,,
2000,Australia,Japan,2,,,,
2000,Australia,Kazakhstan,29,,,,
2000,Australia,Kenya,75,,,,
2000,Australia,Kyrgyzstan,2,,,,
2000,Australia,Cambodia,615,,,,
2000,Australia,"Rep. of Korea",26,,,,
2000,Australia,Kuwait,432,,,,
2000,Australia,"Lao People's Dem. Rep.",5,,,,
2000,Australia,Lebanon,415,,,,
2000,Australia,Liberia,8,,,,
2000,Australia,Libya,2,,,,
2000,Australia,"Sri Lanka",2091,,,,
2000,Australia,Lithuania,2,,,,
2000,Australia,Latvia,1,,,,
2000,Australia,Morocco,5,,,,
2000,Australia,"Rep. of Moldova",2,,,,
2000,Australia,Maldives,1,,,,
2000,Australia,Mexico,7,,,,
2000,Australia,"The former Yugoslav Republic of Macedonia",28,,,,
2000,Australia,Mali,,,,,
2000,Australia,Myanmar,962,,,,
2000,Australia,Mongolia,,,,,
2000,Australia,Mozambique,,,,,
2000,Australia,Mauritania,1,,,,
